title,title_raw,company,location,date_posted,category,skills,job_url,search_keyword,scraped_at,source
Javascript Fullstack Engineer - Senior,Javascript Fullstack Engineer - Senior,Lumenalta,Casablanca,2026-03-16,Software Dev,java,https://ma.linkedin.com/jobs/view/javascript-fullstack-engineer-senior-at-lumenalta-4386387212,Backend Developer,2026-03-18T02:40:08.248891,
Concepteur Dveloppeur Full-Stack (Java/Devops),Concepteur Dveloppeur Full-Stack (Java/Devops),Sofrecom Maroc,Casablanca-Settat,2026-03-13,DevOps & Cloud,java,https://ma.linkedin.com/jobs/view/concepteur-d%C3%A9veloppeur-full-stack-java-devops-at-sofrecom-maroc-4385360069,Backend Developer,2026-03-18T02:40:08.247891,
Senior Frontend Developer (T-Shaped),Senior Frontend Developer (T-Shaped),Yakeey,Casablanca,2026-03-13,Software Dev,,https://ma.linkedin.com/jobs/view/senior-frontend-developer-t-shaped-at-yakeey-4383144191,Backend Developer,2026-03-18T02:40:08.247891,
Software Developer,Software Developer,Devoteam,Casablanca,2026-03-17,Software Dev,,https://ma.linkedin.com/jobs/view/d%C3%A9veloppeur-senior-full-stack-java-react-h-f-at-devoteam-4368217306,Backend Developer,2026-03-18T02:40:08.247891,
Software Developer,Software Developer,ALTEN,Rabat,2026-03-17,Software Dev,,https://ma.linkedin.com/jobs/view/d%C3%A9veloppeur-fullstack-exp%C3%A9riment%C3%A9-java-react-at-alten-4384458978,Backend Developer,2026-03-18T02:40:08.246891,
Software Developer,Software Developer,Confidential Jobs,Rabat,2026-03-16,Software Dev,,https://ma.linkedin.com/jobs/view/d%C3%A9veloppeur-full-stack-java-react-at-confidential-jobs-4384047156,Backend Developer,2026-03-18T02:40:08.245891,
Full Stack Developer,Full Stack Developer,Publicis Global Delivery (PGD),Prfecture de Casablanca,2026-03-12,Software Dev,,https://ma.linkedin.com/jobs/view/full-stack-engineer-at-publicis-global-delivery-pgd-4384598667,Backend Developer,2026-03-18T02:40:08.244891,
Software Developer,Software Developer,GO & DEV,Rabat,2026-03-12,Software Dev,,https://ma.linkedin.com/jobs/view/d%C3%A9veloppeur-fullstack-vue-js-node-js-h-f-at-go-dev-4383545622,Backend Developer,2026-03-18T02:40:08.244891,
Back End Developer Node.Js (H/F),Back End Developer Node.Js (H/F),MyUnisoft,Rabat,2026-03-16,Software Dev,node,https://ma.linkedin.com/jobs/view/back-end-developer-node-js-h-f-at-myunisoft-4373997687,Backend Developer,2026-03-18T02:40:08.243891,
Software Developer,Software Developer,Capgemini Engineering,Casablanca,2026-03-13,Software Dev,,https://ma.linkedin.com/jobs/view/d%C3%A9veloppeur-full-stack-junior-at-capgemini-engineering-4385318057,Backend Developer,2026-03-18T02:40:08.242891,
Node.Js Developer,Node.Js Developer,Inetum,Mchouar de Casablanca,2026-03-12,Software Dev,node,https://ma.linkedin.com/jobs/view/node-js-developer-at-inetum-4337636798,Backend Developer,2026-03-18T02:40:08.242891,
Software Developer,Software Developer,Beelix Maroc,Casablanca-Settat,2026-03-17,Software Dev,,https://ma.linkedin.com/jobs/view/d%C3%A9veloppeur-python-ia-at-beelix-maroc-4384706009,Software Developer,2026-03-18T02:39:41.715380,
Software Developer,Software Developer,SQLI,Rabat,2026-03-16,Software Dev,sql,https://ma.linkedin.com/jobs/view/d%C3%A9veloppeur-net-angular-at-sqli-4384051667,Software Developer,2026-03-18T02:39:41.715380,
Software Developer,Software Developer,SEGULA Technologies,Mchouar de Casablanca,2026-03-11,Software Dev,,https://ma.linkedin.com/jobs/view/d%C3%A9veloppeur-web-stage-pfe-at-segula-technologies-4382581990,Software Developer,2026-03-18T02:39:41.714381,
Qa Automatisation (H/F),Qa Automatisation (H/F),MyUnisoft,Rabat,2026-03-16,Other,,https://ma.linkedin.com/jobs/view/qa-automatisation-h-f-at-myunisoft-4364956584,Software Developer,2026-03-18T02:39:28.061383,
Tech Lead Engineer,Tech Lead Engineer,Y STRATEGIE,Casablanca,2026-03-13,Other,,https://ma.linkedin.com/jobs/view/tech-lead-engineer-at-y-strategie-4384264839,Software Developer,2026-03-18T02:39:28.060381,
Ingnieur D'Tudes Et Dveloppement C# / .Net,Ingnieur D'tudes Et Dveloppement C# / .Net,LOGIGROUP,Casablanca et priphrie,2026-03-16,Other,,https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-d-%C3%A9tudes-et-d%C3%A9veloppement-c%23-net-at-logigroup-4384030932,Software Developer,2026-03-18T02:39:28.059383,
Senior Erp Developer  - Platform & Architecture Modernization,Senior Erp Developer  - Platform & Architecture Modernization,Myfactory,Casablanca,2026-03-16,DevOps & Cloud,,https://ma.linkedin.com/jobs/view/senior-erp-developer-platform-architecture-modernization-at-myfactory-international-gmbh-4386399572,Software Developer,2026-03-18T02:39:28.059383,
Senior Erp Developer  - Platform & Architecture Modernization,Senior Erp Developer  - Platform & Architecture Modernization,Forterro,Casablanca,2026-03-13,DevOps & Cloud,,https://ma.linkedin.com/jobs/view/senior-erp-developer-platform-architecture-modernization-at-forterro-4386369317,Software Developer,2026-03-18T02:39:28.058381,
Senior Fullstack Developer (.Net & React),Senior Fullstack Developer (.Net & React),Onclusive,Rabat et priphrie,2026-03-16,Software Dev,react,https://ma.linkedin.com/jobs/view/senior-fullstack-developer-net-react-at-onclusive-4373948292,Software Developer,2026-03-18T02:39:28.055382,
Simulation Engineer,Simulation Engineer,AVL,Rabat,2026-03-17,Other,,https://ma.linkedin.com/jobs/view/simulation-engineer-at-avl-4385696748,Software Engineer,2026-03-18T02:39:01.961386,
Stagiaire Pfe - Dveloppeur Java F/H,Stagiaire Pfe - Dveloppeur Java F/H,VISEO,Maroc,2026-03-17,Data & AI,java,https://ma.linkedin.com/jobs/view/stagiaire-pfe-d%C3%A9veloppeur-java-f-h-at-viseo-4375777322,Software Engineer,2026-03-18T02:39:01.961386,
Stagiaires Design & Exprience Utilisateur Dveloppement Web & It  Poste Bas A Berrechid,Stagiaires Design & Exprience Utilisateur Dveloppement Web & It  Poste Bas A Berrechid,MA LOGISTICS,Berrechid,2026-03-11,Data & AI,,https://ma.linkedin.com/jobs/view/stagiaires-design-exp%C3%A9rience-utilisateur-d%C3%A9veloppement-web-it-%E2%80%93-poste-bas%C3%A9-a-berrechid-at-ma-logistics-4384378706,Software Engineer,2026-03-18T02:39:01.959382,
Head Of Technology,Head Of Technology,Pay10 Maroc,Casablanca et priphrie,2026-03-17,Other,,https://ma.linkedin.com/jobs/view/head-of-technology-at-pay10-maroc-4384449712,Software Engineer,2026-03-18T02:39:01.959382,
Senior Developer,Senior Developer,BROME Consulting & Technology,Casablanca,2026-03-11,Software Dev,,https://ma.linkedin.com/jobs/view/senior-developer-at-brome-consulting-technology-4384319636,Software Engineer,2026-03-18T02:38:49.005550,
Concepteur Dveloppeur Php Angular (F/H),Concepteur Dveloppeur Php Angular (F/H),Sofrecom Maroc,Casablanca-Settat,2026-03-11,Other,,https://ma.linkedin.com/jobs/view/concepteur-d%C3%A9veloppeur-php-angular-f-h-at-sofrecom-maroc-4384177703,Software Engineer,2026-03-18T02:38:49.004549,
Senior Backend Developer (T-Shaped),Senior Backend Developer (T-Shaped),Yakeey,Casablanca,2026-03-13,Software Dev,,https://ma.linkedin.com/jobs/view/senior-backend-developer-t-shaped-at-yakeey-4384253182,Software Engineer,2026-03-18T02:38:49.003550,
Senior Test Automation Engineer  .Net Saas Erp On Aws,Senior Test Automation Engineer  .Net Saas Erp On Aws,Abas Ibrica,Casablanca,2026-03-16,Other,aws,https://ma.linkedin.com/jobs/view/senior-test-automation-engineer-%E2%80%94-net-saas-erp-on-aws-at-abas-ib%C3%A9rica-4386546076,Software Engineer,2026-03-18T02:38:49.003550,
Senior .Net Developer & Integration Specialist  Erp (Myfactory),Senior .Net Developer & Integration Specialist  Erp (Myfactory),Forterro,Casablanca et priphrie,2026-03-13,Software Dev,,https://ma.linkedin.com/jobs/view/senior-net-developer-integration-specialist-%E2%80%93-erp-myfactory-at-forterro-4385331412,Software Engineer,2026-03-18T02:38:49.002550,
Ingnieur(E) Test De Performance - Gatling (Casa /Rabat),Ingnieur(E) Test De Performance - Gatling (Casa /Rabat),SQLI,Mchouar de Casablanca,2026-03-12,Other,sql,https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-e-test-de-performance-gatling-casa-rabat-at-sqli-4384813335,Software Engineer,2026-03-18T02:38:49.002550,
Test Automation Engineer  Hil Testing,Test Automation Engineer  Hil Testing,Bertrandt Group,Rabat,2026-03-13,Other,,https://ma.linkedin.com/jobs/view/test-automation-engineer-%E2%80%93-hil-testing-at-bertrandt-group-4383125835,Software Engineer,2026-03-18T02:38:49.001552,
Performance Test Engineer H/F  (Rabat/Casablanca),Performance Test Engineer H/F  (Rabat/Casablanca),SQLI,Rabat,2026-03-17,Other,sql,https://ma.linkedin.com/jobs/view/performance-test-engineer-h-f-rabat-casablanca-at-sqli-4361310862,Software Engineer,2026-03-18T02:38:49.000551,
Senior Test Automation Engineer  .Net Saas Erp On Aws,Senior Test Automation Engineer  .Net Saas Erp On Aws,Myfactory,Casablanca,2026-03-16,Other,aws,https://ma.linkedin.com/jobs/view/senior-test-automation-engineer-%E2%80%94-net-saas-erp-on-aws-at-myfactory-international-gmbh-4386503452,Software Engineer,2026-03-18T02:38:48.999555,
Dveloppement Back-End Java / Reactive Spring Expriment,Dveloppement Back-End Java / Reactive Spring Expriment,ALTEN MAROC,Rabat,2026-03-12,Other,"react, java",https://ma.linkedin.com/jobs/view/d%C3%A9veloppement-back-end-java-reactive-spring-exp%C3%A9riment%C3%A9-at-alten-maroc-4382788760,Software Engineer,2026-03-18T02:38:48.999555,
Software Asset Manager,Software Asset Manager,Orange Business,Hssaine,2026-03-17,Software Dev,,https://ma.linkedin.com/jobs/view/software-asset-manager-at-orange-business-4369818960,Software Engineer,2026-03-18T02:38:48.998592,
Senior Test Automation Engineer  .Net Saas Erp On Aws,Senior Test Automation Engineer  .Net Saas Erp On Aws,Forterro,Casablanca,2026-03-13,Other,aws,https://ma.linkedin.com/jobs/view/senior-test-automation-engineer-%E2%80%94-net-saas-erp-on-aws-at-forterro-4386374103,Software Engineer,2026-03-18T02:38:48.998592,
Java Technical Expert,Java Technical Expert,SQLI,Rabat,2026-03-13,Other,"sql, java",https://ma.linkedin.com/jobs/view/java-technical-expert-at-sqli-4385333921,Software Engineer,2026-03-18T02:38:48.997592,
Test Automation Engineer - .Net Saas Erp On Aws,Test Automation Engineer - .Net Saas Erp On Aws,Abas Ibrica,Casablanca,2026-03-16,Other,aws,https://ma.linkedin.com/jobs/view/test-automation-engineer-net-saas-erp-on-aws-at-abas-ib%C3%A9rica-4386529931,Software Engineer,2026-03-18T02:38:48.997592,
C++ Developer And Tester,C++ Developer And Tester,ALTEN MAROC,Rabat,2026-03-13,Software Dev,,https://ma.linkedin.com/jobs/view/c%2B%2B-developer-and-tester-at-alten-maroc-4378182516,Software Engineer,2026-03-18T02:38:48.996595,
Test Automation Engineer - .Net Saas Erp On Aws,Test Automation Engineer - .Net Saas Erp On Aws,Forterro,Casablanca,2026-03-13,Other,aws,https://ma.linkedin.com/jobs/view/test-automation-engineer-net-saas-erp-on-aws-at-forterro-4386376045,Software Engineer,2026-03-18T02:38:48.995593,
Test Automation Engineer - .Net Saas Erp On Aws,Test Automation Engineer - .Net Saas Erp On Aws,Myfactory,Casablanca,2026-03-16,Other,aws,https://ma.linkedin.com/jobs/view/test-automation-engineer-net-saas-erp-on-aws-at-myfactory-international-gmbh-4386502458,Software Engineer,2026-03-18T02:38:48.995593,
Dveloppement Back-End Java / Reactive Spring Expriment,Dveloppement Back-End Java / Reactive Spring Expriment,ALTEN,Rabat,2026-03-12,Other,"react, java",https://ma.linkedin.com/jobs/view/d%C3%A9veloppement-back-end-java-reactive-spring-exp%C3%A9riment%C3%A9-at-alten-4382785949,Software Engineer,2026-03-18T02:38:48.994593,
C++ Developer & Tester,C++ Developer & Tester,ALTEN MAROC,Rabat,2026-03-13,Software Dev,,https://ma.linkedin.com/jobs/view/c%2B%2B-developer-tester-at-alten-maroc-4378916599,Software Engineer,2026-03-18T02:38:48.994593,
Full Stack Developer,Full Stack Developer,MAROC FER,Mchouar de Casablanca,2026-03-16,Software Dev,,https://ma.linkedin.com/jobs/view/fullstack-java-angular-s%C3%A9nior-at-maroc-fer-4386381254,Software Engineer,2026-03-18T02:38:48.992592,
Full Stack Developer,Full Stack Developer,Inetum,Mchouar de Casablanca,2026-03-16,Software Dev,,https://ma.linkedin.com/jobs/view/fullstack-java-angular-s%C3%A9nior-at-inetum-4386338791,Software Engineer,2026-03-18T02:38:48.992592,
Stagiaire Php (F/H),Stagiaire Php (F/H),Sofrecom Maroc,Casablanca et priphrie,2026-03-12,Data & AI,,https://ma.linkedin.com/jobs/view/stagiaire-php-f-h-at-sofrecom-maroc-4384810780,Software Engineer,2026-03-18T02:38:48.992592,
Ingnieur Etudes Et Dveloppement C#/.Net,Ingnieur Etudes Et Dveloppement C#/.Net,Socit Gnrale,Casablanca,2026-03-11,Other,,https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-etudes-et-d%C3%A9veloppement-c%23-net-at-societe-generale-4382587028,Software Engineer,2026-03-18T02:38:48.990592,
Full Stack Developer,Full Stack Developer,Journi,Marrakech,2026-03-16,Software Dev,,https://ma.linkedin.com/jobs/view/fullstack-developer-vue-net-fully-remote-morocco-at-journi-4382214646,Software Engineer,2026-03-18T02:38:48.986550,
Head Of  Bos Enterprise Architecture,Head Of  Bos Enterprise Architecture,Ericsson,Casablanca et priphrie,2026-03-13,Other,,https://ma.linkedin.com/jobs/view/head-of-bos-enterprise-architecture-at-ericsson-4384218328,Data Architect,2026-03-18T02:38:09.638310,
Architecte Cloud Data/Big Data (F/H),Architecte Cloud Data/Big Data (F/H),Sofrecom Maroc,Casablanca et priphrie,2026-03-16,Data & AI,,https://ma.linkedin.com/jobs/view/architecte-cloud-data-big-data-f-h-at-sofrecom-maroc-4386322364,Data Architect,2026-03-18T02:38:09.636311,
Senior Data Architect / Expert,Senior Data Architect / Expert,DXC Technology Morocco,Rabat et priphrie,2026-03-13,Data & AI,,https://ma.linkedin.com/jobs/view/senior-data-architect-expert-at-dxc-technology-morocco-4385147913,Data Architect,2026-03-18T02:38:09.636311,
Data Architect,Data Architect,Capgemini,Casablanca,2026-03-13,Data & AI,,https://ma.linkedin.com/jobs/view/data-architect-at-capgemini-4383163294,Data Architect,2026-03-18T02:38:09.635312,
Ecs Emea - Business Transformation Analyst,Ecs Emea - Business Transformation Analyst,Arrow Electronics,Casablanca,2026-03-17,Data & AI,,https://ma.linkedin.com/jobs/view/ecs-emea-business-transformation-analyst-at-arrow-electronics-4340141381,BI Analyst,2026-03-18T02:37:31.932031,
Business Analyst - Cross Asset Regulation Team,Business Analyst - Cross Asset Regulation Team,Socit Gnrale,Casablanca,2026-03-12,Data & AI,,https://ma.linkedin.com/jobs/view/business-analyst-cross-asset-regulation-team-at-societe-generale-4384849053,BI Analyst,2026-03-18T02:37:31.932031,
Agile Business Analyst Technique | Casablanca (Hybride),Agile Business Analyst Technique | Casablanca (Hybride),01TEK,Casablanca,2026-03-17,Data & AI,,https://ma.linkedin.com/jobs/view/%F0%9F%9A%80-agile-business-analyst-technique-casablanca-hybride-at-01tek-4386761275,BI Analyst,2026-03-18T02:37:31.932031,
Business Analyste (F/H),Business Analyste (F/H),Sofrecom Maroc,Rabat et priphrie,2026-03-11,Data & AI,,https://ma.linkedin.com/jobs/view/business-analyste-f-h-at-sofrecom-maroc-4384311436,BI Analyst,2026-03-18T02:37:31.932031,
Business Analyst - Telco Campaign,Business Analyst - Telco Campaign,TELUS Digital,Casablanca-Settat,2026-03-11,Data & AI,git,https://ma.linkedin.com/jobs/view/business-analyst-telco-campaign-at-telus-digital-4384338395,BI Analyst,2026-03-18T02:37:31.932031,
Business Analyst (Relocation To Portugal),Business Analyst (Relocation To Portugal),Aubay Portugal,Maroc,2026-03-11,Data & AI,,https://ma.linkedin.com/jobs/view/business-analyst-relocation-to-portugal-at-aubay-portugal-4384333236,BI Analyst,2026-03-18T02:37:31.932031,
Security Business Partner,Security Business Partner,APM Terminals,Tanger et priphrie,2026-03-12,Cybersecurity,,https://ma.linkedin.com/jobs/view/security-business-partner-at-apm-terminals-4384864060,Business Intelligence,2026-03-18T02:36:50.403988,
Is Cx Solution Architect For Artificial Intelligence,Is Cx Solution Architect For Artificial Intelligence,ABB,Maroc,2026-03-18,Other,,https://ma.linkedin.com/jobs/view/is-cx-solution-architect-for-artificial-intelligence-at-abb-4386910445,Business Intelligence,2026-03-18T02:36:50.403988,
"Cloud Solution Architect - Power Platform, Power Bi","Cloud Solution Architect - Power Platform, Power Bi",Concentrix,Agadir,2026-03-13,DevOps & Cloud,power bi,https://ma.linkedin.com/jobs/view/cloud-solution-architect-power-platform-power-bi-at-concentrix-4373448351,Business Intelligence,2026-03-18T02:36:50.402981,
Bc Financials Management Consultant,Bc Financials Management Consultant,sa.global,Maroc,2026-03-13,Other,,https://ma.linkedin.com/jobs/view/bc-financials-management-consultant-at-sa-global-4215913125,Business Intelligence,2026-03-18T02:36:50.401980,
F&O Supply Chain Management Consultant,F&O Supply Chain Management Consultant,sa.global,Maroc,2026-03-13,Data & AI,,https://ma.linkedin.com/jobs/view/f-o-supply-chain-management-consultant-at-sa-global-4215909470,Business Intelligence,2026-03-18T02:36:50.400980,
It L1 Support,It L1 Support,APM Terminals,Tanger et priphrie,2026-03-11,IT & Systems,,https://ma.linkedin.com/jobs/view/it-l1-support-at-apm-terminals-4384387618,Business Intelligence,2026-03-18T02:36:50.399980,
Investment Professional - North Africa - Dfi Program,Investment Professional - North Africa - Dfi Program,CrossBoundary Group,Casablanca,2026-03-13,Other,,https://ma.linkedin.com/jobs/view/investment-professional-north-africa-dfi-program-at-crossboundary-group-4385328884,Business Intelligence,2026-03-18T02:36:50.396980,
Sales Executive - Us Market (Entry-Level),Sales Executive - Us Market (Entry-Level),Marcus Evans Group,Casablanca et priphrie,2026-03-16,Other,,https://ma.linkedin.com/jobs/view/sales-executive-us-market-entry-level-at-marcus-evans-group-4386538358,Business Intelligence,2026-03-18T02:36:50.396980,
Big Data & Power Bi Technical Lead,Big Data & Power Bi Technical Lead,Bravent,Maroc,2026-03-13,Data & AI,power bi,https://ma.linkedin.com/jobs/view/big-data-power-bi-technical-lead-at-bravent-4384269142,Business Intelligence,2026-03-18T02:36:50.395980,
Consultante / Consultant Power Bi Senior,Consultante / Consultant Power Bi Senior,Capgemini,Casablanca,2026-03-13,Data & AI,power bi,https://ma.linkedin.com/jobs/view/consultante-consultant-power-bi-senior-at-capgemini-4385145711,Business Intelligence,2026-03-18T02:36:50.394980,
Cloud Devops / Mlops Engineer (Aws & Gcp),Cloud Devops / Mlops Engineer (Aws & Gcp),Inetum,Mchouar de Casablanca,2026-03-12,Data & AI,"aws, gcp",https://ma.linkedin.com/jobs/view/cloud-devops-mlops-engineer-aws-gcp-at-inetum-4344298862,MLOps Engineer,2026-03-18T02:36:10.803761,
Ingnieur Sav Radiologie,Ingnieur Sav Radiologie,Robert & Partners,Casablanca et priphrie,2026-03-17,Other,,https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-sav-radiologie-at-robert-partners-4385691688,NLP Engineer,2026-03-18T02:34:53.419290,
Ingnieur Technico-Fonctionnel  Gestion Des Temps,Ingnieur Technico-Fonctionnel  Gestion Des Temps,Inetum,Mchouar de Casablanca,2026-03-12,Other,,https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-technico-fonctionnel-%C2%AB-gestion-des-temps-%C2%BB-at-inetum-4157929266,NLP Engineer,2026-03-18T02:34:53.419290,
Ingnieur Sysops N3,Ingnieur Sysops N3,Confidentiel,Casablanca et priphrie,2026-03-12,Other,,https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-sysops-n3-at-confidentiel-4384546938,NLP Engineer,2026-03-18T02:34:53.419290,
Ingnieur Workplace N3,Ingnieur Workplace N3,Inetum,Mchouar de Casablanca,2026-03-12,Other,,https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-workplace-n3-at-inetum-4176561326,NLP Engineer,2026-03-18T02:34:53.418290,
Ingnieur Structuration Post Trade,Ingnieur Structuration Post Trade,Socit Gnrale,Casablanca,2026-03-11,Other,,https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-structuration-post-trade-at-societe-generale-4382585077,NLP Engineer,2026-03-18T02:34:53.418290,
Engineering Technicien-8,Engineering Technicien-8,Aptiv,Tanger,2026-03-17,Other,,https://ma.linkedin.com/jobs/view/engineering-technicien-8-at-aptiv-4386905583,NLP Engineer,2026-03-18T02:34:53.417290,
Ingnieur Organisation F/H - Safran Aircraft Engines,Ingnieur Organisation F/H - Safran Aircraft Engines,AEROCONTACT.COM,Nouacer,2026-03-16,Data & AI,,https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-organisation-f-h-safran-aircraft-engines-at-aerocontact-4386309293,NLP Engineer,2026-03-18T02:34:53.417290,
Ingnieur Poste De Travail N2,Ingnieur Poste De Travail N2,Inetum,Mchouar de Casablanca,2026-03-12,Data & AI,,https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-poste-de-travail-n2-at-inetum-4118597105,NLP Engineer,2026-03-18T02:34:53.417290,
Ingnieur Structuration Pre-Trade,Ingnieur Structuration Pre-Trade,Socit Gnrale,Casablanca,2026-03-11,Other,,https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-structuration-pre-trade-at-societe-generale-4382567675,NLP Engineer,2026-03-18T02:34:53.416291,
Cbs - Postdoctoral Fellow In Biochemical And Bioprocess Engineering,Cbs - Postdoctoral Fellow In Biochemical And Bioprocess Engineering,UM6P - University Mohammed VI Polytechnic,Maroc,2026-03-15,Other,,https://ma.linkedin.com/jobs/view/cbs-postdoctoral-fellow-in-biochemical-and-bioprocess-engineering-at-um6p-university-mohammed-vi-polytechnic-4386012492,NLP Engineer,2026-03-18T02:34:53.416291,
Ingnieur Secops,Ingnieur Secops,Docaposte Maroc,Casablanca-Settat,2026-03-12,Other,,https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-secops-at-docaposte-maroc-4383008520,NLP Engineer,2026-03-18T02:34:53.415294,
Engineer I,Engineer I,Marriott International,Taghazout,2026-03-13,Other,,https://ma.linkedin.com/jobs/view/engineer-i-at-marriott-international-4384296154,NLP Engineer,2026-03-18T02:34:53.414294,
Senior Ai Engineer / Ai Solutions Architect,Senior Ai Engineer / Ai Solutions Architect,Waggners Talent,Casablanca-Settat,2026-03-16,Data & AI,,https://ma.linkedin.com/jobs/view/senior-ai-engineer-ai-solutions-architect-at-waggners-talent-4384045041,AI Engineer,2026-03-18T02:34:15.725932,
Charg(E) Daccueil F/H,Charg(E) DAccueil F/H,"Matys, A Cegid Company",Rabat,2026-03-17,Other,,https://ma.linkedin.com/jobs/view/charg%C3%A9-e-d%E2%80%99accueil-f-h-at-matys-4343898604,Data Analyst,2026-03-18T02:32:27.577243,
It Desktop And Network Support (Dispatch) Ag M,It Desktop And Network Support (Dispatch) Ag M,BRILLIANT COMPUTERS CITADEL  AND INFORMATION TECHNOLOGY,Agadir,2026-03-17,IT & Systems,,https://ma.linkedin.com/jobs/view/it-desktop-and-network-support-dispatch-ag-m-at-brilliant-computers-citadel-and-information-technology-4385903201,Data Analyst,2026-03-18T02:32:27.577243,
Junior Brand Manager L'Oral Paris,Junior Brand Manager L'Oral Paris,L'Oral,Maroc,2026-03-13,Management,,https://ma.linkedin.com/jobs/view/junior-brand-manager-l-or%C3%A9al-paris-at-l-or%C3%A9al-4385369991,Data Analyst,2026-03-18T02:32:27.576255,
Home Data Collection Associate (Remote),Home Data Collection Associate (Remote),Re-Lyticx,Agadir,2026-03-14,Data & AI,,https://ma.linkedin.com/jobs/view/home-data-collection-associate-remote-at-re-lyticx-4385822711,Data Analyst,2026-03-18T02:32:27.576255,
Administrateur It,Administrateur It,AXA Assurance Maroc,Mchouar de Casablanca,2026-03-16,IT & Systems,,https://ma.linkedin.com/jobs/view/administrateur-it-at-axa-assurance-maroc-4386352723,Data Analyst,2026-03-18T02:32:27.576255,
Mtrologue (H/F) - Groupe Mecachrome,Mtrologue (H/F) - Groupe Mecachrome,AEROCONTACT.COM,Tanger,2026-03-12,Other,,https://ma.linkedin.com/jobs/view/m%C3%A9trologue-h-f-groupe-mecachrome-at-aerocontact-4382373896,Data Analyst,2026-03-18T02:32:27.574286,
System Admin,System Admin,LAWAZEM |,Maroc,2026-03-16,IT & Systems,,https://ma.linkedin.com/jobs/view/system-admin-at-lawazem-%D9%84%D9%88%D8%A7%D8%B2%D9%85-4386320264,Data Analyst,2026-03-18T02:32:27.574286,
Software Developer,Software Developer,NGBS,Fs,2026-03-11,Software Dev,,https://ma.linkedin.com/jobs/view/d%C3%A9veloppeur-ms-powerapps-projet-rh-at-ngbs-4384190786,Data Analyst,2026-03-18T02:32:14.259737,
Business Analyst,Business Analyst,IDEMIA Public Security,Casablanca,2026-03-12,Data & AI,,https://ma.linkedin.com/jobs/view/business-analyst-at-idemia-public-security-4383540556,Data Analyst,2026-03-18T02:32:14.259737,
Business Analyst Projets,Business Analyst Projets,LabelVie,Casablanca et priphrie,2026-03-12,Data & AI,,https://ma.linkedin.com/jobs/view/business-analyst-projets-at-labelvie-4382784131,Data Analyst,2026-03-18T02:32:14.258739,
Business Operations Analyst,Business Operations Analyst,Arrow Components,Casablanca et priphrie,2026-03-16,Data & AI,,https://ma.linkedin.com/jobs/view/business-operations-analyst-at-arrow-components-4386370234,Data Analyst,2026-03-18T02:32:14.257747,
Ingnieur Poste De Travail N3,Ingnieur Poste De Travail N3,MAROC FER,Mchouar de Casablanca,2026-03-17,Data & AI,,https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-poste-de-travail-n3-at-maroc-fer-4386932208,Data Analyst,2026-03-18T02:32:14.255731,
Business Analyst,Business Analyst,BNP Paribas,Mchouar de Casablanca,2026-03-12,Data & AI,,https://ma.linkedin.com/jobs/view/business-analyst-at-bnp-paribas-4384871336,Data Analyst,2026-03-18T02:32:14.255731,
Stagiaire Pr Embauche - Dveloppeur Sage 1000,Stagiaire Pr Embauche - Dveloppeur Sage 1000,Inetum,Mchouar de Casablanca,2026-03-12,Data & AI,,https://ma.linkedin.com/jobs/view/stagiaire-pr%C3%A9-embauche-d%C3%A9veloppeur-sage-1000-at-inetum-4317331985,Data Analyst,2026-03-18T02:32:14.253731,
Business Analyst  Sales Efficiency,Business Analyst  Sales Efficiency,Socit Gnrale,Casablanca,2026-03-12,Data & AI,,https://ma.linkedin.com/jobs/view/business-analyst-%E2%80%93-sales-efficiency-at-societe-generale-4384871609,Data Analyst,2026-03-18T02:32:14.251731,
Consultant Power Platform,Consultant Power Platform,SQLI,Rabat,2026-03-12,DevOps & Cloud,sql,https://ma.linkedin.com/jobs/view/consultant-power-platform-at-sqli-4363260504,Data Analyst,2026-03-18T02:32:14.249730,
Ai Data Quality Analyst,Ai Data Quality Analyst,Alignerr,Maroc,2026-03-16,Data & AI,,https://ma.linkedin.com/jobs/view/ai-data-quality-analyst-at-alignerr-4386094817,Data Analyst,2026-03-18T02:32:14.243732,
Stagiaire En Data (F/H),Stagiaire En Data (F/H),Sofrecom Maroc,Casablanca et priphrie,2026-03-13,Data & AI,,https://ma.linkedin.com/jobs/view/stagiaire-en-data-f-h-at-sofrecom-maroc-4385384433,Data Analyst,2026-03-18T02:32:14.241736,
Catalog Operations Intern Q-Commerce,Catalog Operations Intern Q-Commerce,Glovo,Casablanca,2026-03-11,Other,,https://ma.linkedin.com/jobs/view/catalog-operations-intern-q-commerce-at-glovo-4383217308,Data Engineer,2026-03-18T02:31:33.814331,
