title,company,location,date_posted,job_url,search_keyword,scraped_at
"CBS - Postdoctoral Position, Artificial Intelligence Applied to Multi-Omics Data Integration",UM6P - University Mohammed VI Polytechnic,Maroc,2026-03-15,https://ma.linkedin.com/jobs/view/cbs-postdoctoral-position-artificial-intelligence-applied-to-multi-omics-data-integration-at-um6p-university-mohammed-vi-polytechnic-4386000793,Data Scientist,2026-03-18T02:30:52.399836
Ingénieur APEX,Confidentiel,"Casablanca-Settat, Maroc",2026-03-11,https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-apex-at-confidentiel-4382579289,Data Scientist,2026-03-18T02:30:52.399836
Expert technique en tests automatisés,GEC _ Global Experts Consulting,"Casablanca, Casablanca-Settat, Maroc",2026-03-13,https://ma.linkedin.com/jobs/view/expert-technique-en-tests-automatis%C3%A9s-at-gec-global-experts-consulting-4384255101,Data Scientist,2026-03-18T02:30:52.400836
Tech Lead – Fullstack (Python / React ) – Casablanca,Xpertize Africa,"Casablanca-Settat, Maroc",2026-03-13,https://ma.linkedin.com/jobs/view/tech-lead-%E2%80%93-fullstack-python-react-%E2%80%93-casablanca-at-xpertize-africa-4383088829,Data Scientist,2026-03-18T02:30:52.400836
Offre de stage à Tétouan,HB DEVELOPMENT,Tétouan et périphérie,2026-03-17,https://ma.linkedin.com/jobs/view/offre-de-stage-%C3%A0-t%C3%A9touan-at-hb-development-4384494842,Data Scientist,2026-03-18T02:30:52.401839
Développeur Low Code,Inetum,"Méchouar de Casablanca, Casablanca-Settat, Maroc",2026-03-12,https://ma.linkedin.com/jobs/view/d%C3%A9veloppeur-low-code-at-inetum-4179156634,Data Scientist,2026-03-18T02:30:52.402837
GSMI - Postdoctoral Researcher in Design Fabrication and Testing of Bio-Inspired Drones,UM6P - University Mohammed VI Polytechnic,Maroc,2026-03-15,https://ma.linkedin.com/jobs/view/gsmi-postdoctoral-researcher-in-design-fabrication-and-testing-of-bio-inspired-drones-at-um6p-university-mohammed-vi-polytechnic-4386016179,Data Scientist,2026-03-18T02:30:52.403836
GSMI - Postdoctoral Researcher in Plant Ecology & Soil-Plant Interactions in Vegetated Photovoltaic,UM6P - University Mohammed VI Polytechnic,Maroc,2026-03-15,https://ma.linkedin.com/jobs/view/gsmi-postdoctoral-researcher-in-plant-ecology-soil-plant-interactions-in-vegetated-photovoltaic-at-um6p-university-mohammed-vi-polytechnic-4386001842,Data Scientist,2026-03-18T02:30:52.403836
Expert technique en tests automatisés,GEC _ Global Experts Consulting,"Casablanca, Casablanca-Settat, Maroc",2026-03-18,https://ma.linkedin.com/jobs/view/expert-technique-en-tests-automatis%C3%A9s-at-gec-global-experts-consulting-4386803161,Data Scientist,2026-03-18T02:30:52.404837
Expert technique en tests automatisés,GEC _ Global Experts Consulting,"Casablanca, Casablanca-Settat, Maroc",2026-03-18,https://ma.linkedin.com/jobs/view/expert-technique-en-tests-automatis%C3%A9s-at-gec-global-experts-consulting-4386486907,Data Scientist,2026-03-18T02:30:52.405838
COLCOM - Post Doc Position at College of Computing,UM6P - University Mohammed VI Polytechnic,Maroc,2026-03-15,https://ma.linkedin.com/jobs/view/colcom-post-doc-position-at-college-of-computing-at-um6p-university-mohammed-vi-polytechnic-4386003740,Data Scientist,2026-03-18T02:30:52.405838
Ingénieur Validation & Vérification (V&V),Scalian,"Méchouar de Casablanca, Casablanca-Settat, Maroc",2026-03-12,https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-validation-v%C3%A9rification-v-v-at-scalian-4384807598,Data Scientist,2026-03-18T02:30:52.406834
Expert technique en tests automatisés,GEC _ Global Experts Consulting,"Casablanca, Casablanca-Settat, Maroc",2026-03-13,https://ma.linkedin.com/jobs/view/expert-technique-en-tests-automatis%C3%A9s-at-gec-global-experts-consulting-4384236917,Data Scientist,2026-03-18T02:30:52.408842
Ingénieur Validation & Vérification (V&V),Scalian,"Méchouar de Casablanca, Casablanca-Settat, Maroc",2026-03-12,https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-validation-v%C3%A9rification-v-v-at-scalian-4384599818,Data Scientist,2026-03-18T02:30:52.409984
Expert technique en tests automatisés,GEC _ Global Experts Consulting,"Casablanca, Casablanca-Settat, Maroc",2026-03-13,https://ma.linkedin.com/jobs/view/expert-technique-en-tests-automatis%C3%A9s-at-gec-global-experts-consulting-4385354261,Data Scientist,2026-03-18T02:30:52.410881
Expert technique en tests automatisés,GEC _ Global Experts Consulting,"Casablanca, Casablanca-Settat, Maroc",2026-03-13,https://ma.linkedin.com/jobs/view/expert-technique-en-tests-automatis%C3%A9s-at-gec-global-experts-consulting-4385340927,Data Scientist,2026-03-18T02:30:52.411835
Software Engineer (MAUI / Mobile),Myfactory,"Casablanca, Casablanca-Settat, Maroc",2026-03-13,https://ma.linkedin.com/jobs/view/software-engineer-maui-mobile-at-myfactory-international-gmbh-4385534164,Data Scientist,2026-03-18T02:30:52.411835
Expert technique en tests automatisés,GEC _ Global Experts Consulting,"Casablanca, Casablanca-Settat, Maroc",2026-03-16,https://ma.linkedin.com/jobs/view/expert-technique-en-tests-automatis%C3%A9s-at-gec-global-experts-consulting-4384986937,Data Scientist,2026-03-18T02:30:52.412877
COLCOM - Postdoctoral Fellow in Machine Learning,UM6P - University Mohammed VI Polytechnic,Maroc,2026-03-15,https://ma.linkedin.com/jobs/view/colcom-postdoctoral-fellow-in-machine-learning-at-um6p-university-mohammed-vi-polytechnic-4386005713,Data Scientist,2026-03-18T02:30:52.412877
"Manager, Data, Insights & Analytics, Morocco",The Coca-Cola Company,"Casablanca-Settat, Maroc",2026-03-16,https://ma.linkedin.com/jobs/view/manager-data-insights-analytics-morocco-at-the-coca-cola-company-4386544644,Data Scientist,2026-03-18T02:30:52.412877
Software Engineer (MAUI / Mobile),Abas Ibérica,"Casablanca, Casablanca-Settat, Maroc",2026-03-13,https://ma.linkedin.com/jobs/view/software-engineer-maui-mobile-at-abas-ib%C3%A9rica-4385553664,Data Scientist,2026-03-18T02:30:52.412877
"GSMI - Post-Doctoral Researcher in AI, Autonomy and Digital Platforms for Drones",UM6P - University Mohammed VI Polytechnic,Maroc,2026-03-15,https://ma.linkedin.com/jobs/view/gsmi-post-doctoral-researcher-in-ai-autonomy-and-digital-platforms-for-drones-at-um6p-university-mohammed-vi-polytechnic-4386015175,Data Scientist,2026-03-18T02:30:52.413877
Postdoctoral Researcher in Artificial Intelligence – Large Language Models and BDI Systems,UM6P - University Mohammed VI Polytechnic,Maroc,2026-03-15,https://ma.linkedin.com/jobs/view/postdoctoral-researcher-in-artificial-intelligence-%E2%80%93-large-language-models-and-bdi-systems-at-um6p-university-mohammed-vi-polytechnic-4386013454,Data Scientist,2026-03-18T02:30:52.413877
Ingénieur Full Stack (H/F),Deloitte,"Méchouar de Casablanca, Casablanca-Settat, Maroc",2026-03-12,https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-full-stack-h-f-at-deloitte-4373330785,Data Scientist,2026-03-18T02:30:52.413877
"MSN - Postdoc Researcher, Mineral Processing, Battery Materials, & Sustainable Process Engineering",UM6P - University Mohammed VI Polytechnic,Maroc,2026-03-15,https://ma.linkedin.com/jobs/view/msn-postdoc-researcher-mineral-processing-battery-materials-sustainable-process-engineering-at-um6p-university-mohammed-vi-polytechnic-4386007648,Data Scientist,2026-03-18T02:30:52.414876
GSMI - Postdoctoral Researcher in Photovoltaic System Performance,UM6P - University Mohammed VI Polytechnic,Maroc,2026-03-15,https://ma.linkedin.com/jobs/view/gsmi-postdoctoral-researcher-in-photovoltaic-system-performance-at-um6p-university-mohammed-vi-polytechnic-4386021000,Data Scientist,2026-03-18T02:30:52.414876
AI Chatbot Tester,Alignerr,Maroc,2026-03-16,https://ma.linkedin.com/jobs/view/ai-chatbot-tester-at-alignerr-4386311054,Data Scientist,2026-03-18T02:31:05.907240
Ingénieur IA Générative,Exakis Nelite,"Casablanca-Settat, Maroc",2026-03-17,https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-ia-g%C3%A9n%C3%A9rative-at-exakis-nelite-4386784368,Data Scientist,2026-03-18T02:31:05.907240
Process Technology Production Engineer,Hirschmann Automotive,"Kénitra, Rabat-Salé-Kénitra, Maroc",2026-03-16,https://ma.linkedin.com/jobs/view/process-technology-production-engineer-at-hirschmann-automotive-4386368562,Data Scientist,2026-03-18T02:31:05.907240
Business Analyst,ALTEN,"Rabat, Rabat-Salé-Kénitra, Maroc",2026-03-16,https://ma.linkedin.com/jobs/view/business-analyst-at-alten-4384049907,Data Scientist,2026-03-18T02:31:05.907240
AI Training Experts - Tangier,Prolific,Maroc,2026-03-13,https://ma.linkedin.com/jobs/view/ai-training-experts-tangier-at-prolific-4367170894,Data Scientist,2026-03-18T02:31:05.907240
E-LEARNING PLATFORM DEVELOPMENT & SUPPORT OFFICER (LMS),RIBATIS,"Casablanca, Casablanca-Settat, Maroc",2026-03-13,https://ma.linkedin.com/jobs/view/e-learning-platform-development-support-officer-lms-at-ribatis-4384243485,Data Scientist,2026-03-18T02:31:05.907240
Product Engineer (H/F),Banque Centrale Populaire - BCP,Casablanca et périphérie,2026-03-11,https://ma.linkedin.com/jobs/view/product-engineer-h-f-at-banque-centrale-populaire-bcp-4384301518,Data Scientist,2026-03-18T02:31:05.907240
"Associate, Morocco",Boston Consulting Group (BCG),"Casablanca, Casablanca-Settat, Maroc",2026-03-13,https://ma.linkedin.com/jobs/view/associate-morocco-at-boston-consulting-group-bcg-4213655651,Data Scientist,2026-03-18T02:31:05.907240
Superviseur d’Activité Opérationnelle (Automotive),TRIGO,"Cercle de Kenitra-Banlieue, Rabat-Salé-Kénitra, Maroc",2026-03-17,https://ma.linkedin.com/jobs/view/superviseur-d%E2%80%99activit%C3%A9-op%C3%A9rationnelle-automotive-at-trigo-4384485550,Data Scientist,2026-03-18T02:31:05.907240
Data Engineer,Polymorpho,"Rabat, Rabat-Salé-Kénitra, Maroc",2026-03-17,https://ma.linkedin.com/jobs/view/data-engineer-at-polymorpho-4384473566,Data Engineer,2026-03-18T02:31:33.784024
Data Engineer,Capgemini,"Casablanca, Casablanca-Settat, Maroc",2026-03-13,https://ma.linkedin.com/jobs/view/data-engineer-at-capgemini-4385153602,Data Engineer,2026-03-18T02:31:33.784024
Data Engineer (Cloud GCP) F/H,VISEO,Maroc,2026-03-17,https://ma.linkedin.com/jobs/view/data-engineer-cloud-gcp-f-h-at-viseo-4375778372,Data Engineer,2026-03-18T02:31:33.785025
Ingénieur Data – Scala / Databricks,SQLI,"Méchouar de Casablanca, Casablanca-Settat, Maroc",2026-03-14,https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-data-%E2%80%93-scala-databricks-at-sqli-4334198501,Data Engineer,2026-03-18T02:31:33.786025
Ingénieur Data Modeling,Capgemini Engineering,"Casablanca, Casablanca-Settat, Maroc",2026-03-13,https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-data-modeling-at-capgemini-engineering-4385309395,Data Engineer,2026-03-18T02:31:33.786025
Senior Data Engineer - (h/f),emagine,Maroc,2026-03-12,https://ma.linkedin.com/jobs/view/senior-data-engineer-h-f-at-emagine-4383908445,Data Engineer,2026-03-18T02:31:33.788027
Data Engineer Sénior (DBT / SQL),ALTEN,"Rabat, Rabat-Salé-Kénitra, Maroc",2026-03-13,https://ma.linkedin.com/jobs/view/data-engineer-s%C3%A9nior-dbt-sql-at-alten-4383107112,Data Engineer,2026-03-18T02:31:33.790026
Senior Data Engineer (H/F),Devoteam,"Casablanca, Casablanca-Settat, Maroc",2026-03-11,https://ma.linkedin.com/jobs/view/senior-data-engineer-h-f-at-devoteam-4327693470,Data Engineer,2026-03-18T02:31:33.791026
Senior Data Engineer,Capgemini,"Casablanca, Casablanca-Settat, Maroc",2026-03-15,https://ma.linkedin.com/jobs/view/senior-data-engineer-at-capgemini-4386016978,Data Engineer,2026-03-18T02:31:33.792024
System Engineer / Doors,Scalian,"Casablanca, Casablanca-Settat, Maroc",2026-03-11,https://ma.linkedin.com/jobs/view/system-engineer-doors-at-scalian-4382861553,Data Engineer,2026-03-18T02:31:33.793024
System Engineer / Doors,Scalian,"Casablanca, Casablanca-Settat, Maroc",2026-03-11,https://ma.linkedin.com/jobs/view/system-engineer-doors-at-scalian-4382849985,Data Engineer,2026-03-18T02:31:33.793024
Data Engineer Confirmé/Sénior– Écosystème Microsoft Fabric,Inetum,"Méchouar de Casablanca, Casablanca-Settat, Maroc",2026-03-12,https://ma.linkedin.com/jobs/view/data-engineer-confirm%C3%A9-s%C3%A9nior%E2%80%93-%C3%A9cosyst%C3%A8me-microsoft-fabric-at-inetum-4294363835,Data Engineer,2026-03-18T02:31:33.794024
Lead Data Engineer,CREDIT DU MAROC,Casablanca et périphérie,2026-03-12,https://ma.linkedin.com/jobs/view/lead-data-engineer-at-credit-du-maroc-4383043464,Data Engineer,2026-03-18T02:31:33.798863
Data Engineer confirmé,Orange Business,"Hssaine, Rabat-Salé-Kénitra, Maroc",2026-03-17,https://ma.linkedin.com/jobs/view/data-engineer-confirm%C3%A9-at-orange-business-4384492041,Data Engineer,2026-03-18T02:31:33.798863
Data Engineer Sénior (DBT / SQL),ALTEN MAROC,"Rabat, Rabat-Salé-Kénitra, Maroc",2026-03-13,https://ma.linkedin.com/jobs/view/data-engineer-s%C3%A9nior-dbt-sql-at-alten-maroc-4383092733,Data Engineer,2026-03-18T02:31:33.799864
Automotive System Test Engineer,ALTEN MAROC,"Rabat, Rabat-Salé-Kénitra, Maroc",2026-03-16,https://ma.linkedin.com/jobs/view/automotive-system-test-engineer-at-alten-maroc-4384032793,Data Engineer,2026-03-18T02:31:33.799864
Automotive System Test Engineer,ALTEN,"Rabat, Rabat-Salé-Kénitra, Maroc",2026-03-12,https://ma.linkedin.com/jobs/view/automotive-system-test-engineer-at-alten-4383000013,Data Engineer,2026-03-18T02:31:33.799864
Embedded Software Engineer,ALTEN MAROC,"Rabat, Rabat-Salé-Kénitra, Maroc",2026-03-16,https://ma.linkedin.com/jobs/view/embedded-software-engineer-at-alten-maroc-4384037613,Data Engineer,2026-03-18T02:31:33.801864
Software Engineer - X Delivery,Boston Consulting Group (BCG),"Casablanca, Casablanca-Settat, Maroc",2026-03-12,https://ma.linkedin.com/jobs/view/software-engineer-x-delivery-at-boston-consulting-group-bcg-4330506481,Data Engineer,2026-03-18T02:31:33.802868
Senior Data Analyst - Casablanca,Artefact,Casablanca et périphérie,2026-03-12,https://ma.linkedin.com/jobs/view/senior-data-analyst-casablanca-at-artefact-3776220863,Data Engineer,2026-03-18T02:31:33.803864
Method LAB Engineer,Aptiv,"Tanger, Tanger-Tétouan-Al Hoceïma, Maroc",2026-03-17,https://ma.linkedin.com/jobs/view/method-lab-engineer-at-aptiv-4386904750,Data Engineer,2026-03-18T02:31:33.804864
SoC Software Integration Engineer,Hashlist,"Casablanca-Settat, Maroc",2026-03-13,https://ma.linkedin.com/jobs/view/soc-software-integration-engineer-at-hashlist-4383143096,Data Engineer,2026-03-18T02:31:33.805868
Embedded Software Test Engineer,indie.inc,"Rabat, Rabat-Salé-Kénitra, Maroc",2026-03-13,https://ma.linkedin.com/jobs/view/embedded-software-test-engineer-at-indie-inc-4311177089,Data Engineer,2026-03-18T02:31:33.806864
Consultant Senior en Données,STATERA,Maroc,2026-03-13,https://ma.linkedin.com/jobs/view/consultant-senior-en-donn%C3%A9es-at-statera-4385154478,Data Engineer,2026-03-18T02:31:33.809861
Volunteer Data Systems Expert to Support Integration of KoboToolbox with Power BI with ProjectSoar,Project Soar,"Rabat, Rabat-Salé-Kénitra, Maroc",2026-03-11,https://ma.linkedin.com/jobs/view/volunteer-data-systems-expert-to-support-integration-of-kobotoolbox-with-power-bi-with-projectsoar-at-project-soar-4374718355,Data Engineer,2026-03-18T02:31:33.809861
Corporate Cloud Expert Support Engineer - EMEA,Acronis,Maroc,2026-03-13,https://ma.linkedin.com/jobs/view/corporate-cloud-expert-support-engineer-emea-at-acronis-4375681793,Data Engineer,2026-03-18T02:31:33.810861
Consultant QlikView,Deloitte,"Méchouar de Casablanca, Casablanca-Settat, Maroc",2026-03-12,https://ma.linkedin.com/jobs/view/consultant-qlikview-at-deloitte-4373348114,Data Engineer,2026-03-18T02:31:33.811861
Syensqo.ai - Senior AI Software Engineer (F/H/X),Syensqo,"Ben Guerir, Marrakech-Safi, Maroc",2026-03-11,https://ma.linkedin.com/jobs/view/syensqo-ai-senior-ai-software-engineer-f-h-x-at-syensqo-4366287211,Data Engineer,2026-03-18T02:31:33.812914
