title,title_raw,company,location,date_posted,category,skills,job_url,search_keyword,scraped_at
Product Engineer,PRODUCT ENGINEER,TE Connectivity,Tanger,2026-03-17,Management,,https://ma.linkedin.com/jobs/view/product-engineer-at-te-connectivity-4386781496,Test Engineer,2026-03-18T02:58:41.938627
Testeur Automaticien Confirmé,Testeur Automaticien Confirmé,"Matys, A Cegid Company",Casablanca,2026-03-11,Other,,https://ma.linkedin.com/jobs/view/testeur-automaticien-confirm%C3%A9-at-matys-4343774264,Automation Tester,2026-03-18T02:59:09.992316
Ux / Ui Designer,UX / UI Designer,VOID,Casablanca-Settat,2026-03-11,Other,,https://ma.linkedin.com/jobs/view/ux-ui-designer-at-void-4384361236,UI Designer,2026-03-18T03:00:25.549317
Graphic Designer,Graphic Designer,Hilton,Rabat et périphérie,2026-03-13,Other,,https://ma.linkedin.com/jobs/view/graphic-designer-at-hilton-4385351431,Product Designer,2026-03-18T03:01:39.473430
Graphic Designer,Graphic Designer,SUN PHARMA,Bouskoura,2026-03-12,Other,,https://ma.linkedin.com/jobs/view/graphic-designer-at-sun-pharma-4384595909,Product Designer,2026-03-18T03:01:39.474434
Graphic Designer,Graphic Designer,kenzup,Casablanca,2026-03-16,Other,,https://ma.linkedin.com/jobs/view/graphic-designer-at-kenzup-4386519446,Product Designer,2026-03-18T03:01:39.474434
Graphic Designer,Graphic Designer,Slimstock,Casablanca-Settat,2026-03-11,Other,,https://ma.linkedin.com/jobs/view/graphic-designer-at-slimstock-4382867554,Product Designer,2026-03-18T03:01:39.474434
Offre De Stage Pfe – Designer Ui Ux / Graphique,OFFRE DE STAGE PFE – Designer UI UX / Graphique,LuxTech,Casablanca et périphérie,2026-03-17,Other,,https://ma.linkedin.com/jobs/view/offre-de-stage-pfe-%E2%80%93-designer-ui-ux-graphique-at-luxtech-4384718670,Product Designer,2026-03-18T03:01:39.475436
Graphiste & Motion Designer,Graphiste & Motion Designer,KRUSH AGENCY ⚡️,Casablanca et périphérie,2026-03-16,Other,,https://ma.linkedin.com/jobs/view/graphiste-motion-designer-at-krush-agency-%E2%9A%A1%EF%B8%8F-4384069477,Product Designer,2026-03-18T03:01:39.475436
"Senior Manager, Content, Wama","Senior Manager, Content, WAMA",The Coca-Cola Company,Casablanca-Settat,2026-03-16,Management,,https://ma.linkedin.com/jobs/view/senior-manager-content-wama-at-the-coca-cola-company-4386560121,Product Manager,2026-03-18T03:02:19.472474
"Senior Manager, Shopper, Wama","Senior Manager, Shopper, WAMA",The Coca-Cola Company,Casablanca-Settat,2026-03-17,Management,,https://ma.linkedin.com/jobs/view/senior-manager-shopper-wama-at-the-coca-cola-company-4386760314,Product Manager,2026-03-18T03:02:19.472474
"Senior Manager, Digital, Wama","Senior Manager, Digital, WAMA",The Coca-Cola Company,Casablanca-Settat,2026-03-16,Management,git,https://ma.linkedin.com/jobs/view/senior-manager-digital-wama-at-the-coca-cola-company-4386539864,Product Manager,2026-03-18T03:02:19.473477
"Senior Manager, Indicator Enablement","Senior Manager, Indicator Enablement",Save the Children Colombia,Maroc,2026-03-17,Management,,https://ma.linkedin.com/jobs/view/senior-manager-indicator-enablement-at-save-the-children-colombia-4386974792,Product Manager,2026-03-18T03:02:19.473477
"Senior Manager, Global Change-Scus Fms Transition","Senior Manager, Global Change-SCUS FMS Transition",Save the Children Colombia,Maroc,2026-03-12,Management,,https://ma.linkedin.com/jobs/view/senior-manager-global-change-scus-fms-transition-at-save-the-children-colombia-4385118694,Product Manager,2026-03-18T03:02:19.474477
"Senior Manager, Qse Ops, Mor","Senior Manager, QSE Ops, MOR",The Coca-Cola Company,Casablanca-Settat,2026-03-16,Management,,https://ma.linkedin.com/jobs/view/senior-manager-qse-ops-mor-at-the-coca-cola-company-4386551479,Product Manager,2026-03-18T03:02:19.475475
Brand Manager L'Oréal Dermatological Beauty,Brand Manager L'Oréal Dermatological Beauty,L'Oréal,Maroc,2026-03-13,Management,,https://ma.linkedin.com/jobs/view/brand-manager-l-or%C3%A9al-dermatological-beauty-at-l-or%C3%A9al-4385369990,Product Manager,2026-03-18T03:02:19.475475
Incident Manager Senior (F/H),Incident Manager Senior (F/H),CGI,Casablanca,2026-03-13,Management,,https://ma.linkedin.com/jobs/view/incident-manager-senior-f-h-at-cgi-4385549071,Product Manager,2026-03-18T03:02:19.475475
Senior Government Sales Manager (Emea) - French Speaking,Senior Government Sales Manager (EMEA) - French Speaking,Innovatrics,Casablanca,2026-03-13,Management,,https://ma.linkedin.com/jobs/view/senior-government-sales-manager-emea-french-speaking-at-innovatrics-4383127892,Product Manager,2026-03-18T03:02:19.476475
Senior Key Account Manager,Senior Key Account Manager,Abbott,Casablanca,2026-03-17,Management,,https://ma.linkedin.com/jobs/view/senior-key-account-manager-at-abbott-4383705264,Product Manager,2026-03-18T03:02:19.476475
Senior Delivery Manager - Implementation,Senior Delivery Manager - Implementation,McKinsey & Company,Casablanca,2026-03-17,Management,,https://ma.linkedin.com/jobs/view/senior-delivery-manager-implementation-at-mckinsey-company-4386777802,Product Manager,2026-03-18T03:02:19.476475
Manager Strategic Partners,Manager Strategic Partners,Fever,Casablanca,2026-03-17,Management,,https://ma.linkedin.com/jobs/view/manager-strategic-partners-at-fever-4384488597,Product Manager,2026-03-18T03:02:19.476475
Senior / Sales Manager,Senior / Sales Manager,Hyatt Regency Taghazout,Taghazout,2026-03-12,Management,,https://ma.linkedin.com/jobs/view/senior-sales-manager-at-hyatt-regency-taghazout-4382786017,Product Manager,2026-03-18T03:02:19.477475
Bu Quality Professional -,BU QUALITY PROFESSIONAL -,OPmobility,Tanger,2026-03-12,Other,,https://ma.linkedin.com/jobs/view/bu-quality-professional-at-opmobility-4356751992,Product Manager,2026-03-18T03:02:19.477475
Marketing Manager Oncology & Specialty Care,Marketing Manager Oncology & Specialty Care,GSK,Casablanca,2026-03-17,Management,,https://ma.linkedin.com/jobs/view/marketing-manager-oncology-specialty-care-at-gsk-4386507826,Product Manager,2026-03-18T03:02:19.477475
Senior / Sales Manager,Senior / Sales Manager,Hyatt Regency,Taghazout,2026-03-12,Management,,https://ma.linkedin.com/jobs/view/senior-sales-manager-at-hyatt-regency-4384868393,Product Manager,2026-03-18T03:02:19.477475
"Senior Manager, Marketing Stills, Morocco","Senior Manager, Marketing Stills, Morocco",The Coca-Cola Company,Casablanca-Settat,2026-03-16,Management,,https://ma.linkedin.com/jobs/view/senior-manager-marketing-stills-morocco-at-the-coca-cola-company-4386557220,Product Manager,2026-03-18T03:02:19.478475
Trade Marketing Senior Manager,Trade Marketing Senior Manager,EQUATORIAL COCA-COLA BOTTLING COMPANY - MOROCCO,Casablanca et périphérie,2026-03-13,Management,,https://ma.linkedin.com/jobs/view/trade-marketing-senior-manager-at-equatorial-coca-cola-bottling-company-morocco-4385345718,Product Manager,2026-03-18T03:02:19.478475
📣 Marketing & Communication Manager - Casablanca | Cdi | Temps Plein | Sur Site,📣 Marketing & Communication Manager - Casablanca | CDI | Temps plein | Sur site,Win Win Web,Casablanca,2026-03-16,Management,,https://ma.linkedin.com/jobs/view/%F0%9F%93%A3-marketing-communication-manager-casablanca-cdi-temps-plein-sur-site-at-win-win-web-4386079873,Product Manager,2026-03-18T03:02:19.478475
🚀 Growth & Marketing Manager – E-Commerce,🚀 Growth & Marketing Manager – E-commerce,MyMarket.ma,Casablanca et périphérie,2026-03-13,Management,,https://ma.linkedin.com/jobs/view/%F0%9F%9A%80-growth-marketing-manager-%E2%80%93-e-commerce-at-mymarket-ma-4385588110,Product Manager,2026-03-18T03:02:19.479476
Inside Sales Manager,Inside Sales Manager,Arrow Electronics,Casablanca,2026-03-15,Management,,https://ma.linkedin.com/jobs/view/inside-sales-manager-at-arrow-electronics-4359714113,Product Manager,2026-03-18T03:02:19.479476
Senior Manager - Finance Business Partnering Member Finance,Senior Manager - Finance Business Partnering Member Finance,Save the Children Colombia,Maroc,2026-03-14,Management,,https://ma.linkedin.com/jobs/view/senior-manager-finance-business-partnering-member-finance-at-save-the-children-colombia-4385857113,Product Manager,2026-03-18T03:02:19.479476
Consultant Chef De Projet Senior Dans Le Domaine Moyens De Paiement,Consultant chef de projet senior dans le domaine Moyens de paiement,GEC _ Global Experts Consulting,Casablanca,2026-03-13,Data & AI,,https://ma.linkedin.com/jobs/view/consultant-chef-de-projet-senior-dans-le-domaine-moyens-de-paiement-at-gec-global-experts-consulting-4384239641,Product Manager,2026-03-18T03:02:19.479476
Services Channel Marketing Manager & Amsp Lead,Services Channel Marketing Manager & AMSP Lead,Schneider Electric,Maroc,2026-03-16,Management,,https://ma.linkedin.com/jobs/view/services-channel-marketing-manager-amsp-lead-at-schneider-electric-4385264857,Product Manager,2026-03-18T03:02:19.480475
Project Manager,Chef de Projet AMOA (H/F),CFG Bank,Casablanca,2026-03-17,Management,,https://ma.linkedin.com/jobs/view/chef-de-projet-amoa-h-f-at-cfg-bank-4354460959,Project Manager,2026-03-18T03:02:57.997345
Organization & Transformation Project Manager,Organization & Transformation Project Manager,Ynexis Group,Casablanca et périphérie,2026-03-12,Management,,https://ma.linkedin.com/jobs/view/organization-transformation-project-manager-at-ynexis-group-4384596315,Project Manager,2026-03-18T03:02:57.998346
Project Manager,Chef de projet/Cheffe de projet,Attijariwafa bank,Casablanca et périphérie,2026-03-13,Management,,https://ma.linkedin.com/jobs/view/chef-de-projet-cheffe-de-projet-at-attijariwafa-bank-4385387067,Project Manager,2026-03-18T03:02:57.998346
Project Coordinator (Open To External Applicants),Project Coordinator (Open to External Applicants),UNDP Careers,Rabat,2026-03-13,Management,,https://ma.linkedin.com/jobs/view/project-coordinator-open-to-external-applicants-at-undp-careers-4385175093,Project Manager,2026-03-18T03:02:57.998346
Technical Project Manager With French Language,Technical Project Manager with French Language,Innovatrics,Casablanca,2026-03-13,Management,,https://ma.linkedin.com/jobs/view/technical-project-manager-with-french-language-at-innovatrics-4385327958,Project Manager,2026-03-18T03:02:57.999346
Project Manager Télévente (H/F),Project Manager Télévente (H/F),Orange Maroc,Casablanca-Settat,2026-03-17,Management,,https://ma.linkedin.com/jobs/view/project-manager-t%C3%A9l%C3%A9vente-h-f-at-orange-maroc-4386764536,Project Manager,2026-03-18T03:02:57.999346
Project Manager,Chef de Projet,SQLI,Casablanca,2026-03-13,Management,sql,https://ma.linkedin.com/jobs/view/chef-de-projet-at-sqli-4359644333,Project Manager,2026-03-18T03:02:57.999346
Project Operations Support Coordinator,Project Operations Support Coordinator,AVL,Rabat,2026-03-13,Management,,https://ma.linkedin.com/jobs/view/project-operations-support-coordinator-at-avl-4384244493,Project Manager,2026-03-18T03:02:58.000345
Delivery Manager - Implementation,Delivery Manager - Implementation,McKinsey & Company,Casablanca,2026-03-17,Management,,https://ma.linkedin.com/jobs/view/delivery-manager-implementation-at-mckinsey-company-4386787432,Project Manager,2026-03-18T03:02:58.001346
Manager De Projets Bancaires,Manager de Projets Bancaires,CFG Bank,Casablanca,2026-03-13,Data & AI,,https://ma.linkedin.com/jobs/view/manager-de-projets-bancaires-at-cfg-bank-4320744212,Project Manager,2026-03-18T03:02:58.001346
Project Manager,Chef de projet- Scrum Master,Inetum,Méchouar de Casablanca,2026-03-12,Management,,https://ma.linkedin.com/jobs/view/chef-de-projet-scrum-master-at-inetum-4121290694,Project Manager,2026-03-18T03:02:58.001346
Project Manager,CHEF DE PROJETS OPC/MOEX (H/F),SOCOTEC,Méchouar de Casablanca,2026-03-16,Management,,https://ma.linkedin.com/jobs/view/chef-de-projets-opc-moex-h-f-at-socotec-4375720091,Project Manager,2026-03-18T03:02:58.001346
Project Manager,Chef de Projet FTTH (H/F),SEGULA Technologies,Méchouar de Casablanca,2026-03-17,Management,,https://ma.linkedin.com/jobs/view/chef-de-projet-ftth-h-f-at-segula-technologies-4374295531,Project Manager,2026-03-18T03:02:58.002344
"Project Officer -Individual Contractor
Job Id : 273915","Project Officer -Individual contractor
Job ID : 273915",Urban Resilience Hub by UN-Habitat's CRGP,Rabat,2026-03-11,Management,,https://ma.linkedin.com/jobs/view/project-officer-individual-contractor%0Ajob-id-273915-at-urban-resilience-hub-by-un-habitat-s-crgp-4384126811,Project Manager,2026-03-18T03:02:58.002344
Project Manager,chef de projet matchmaking B2B,BoostCom Agency,Mohammédia,2026-03-13,Management,,https://ma.linkedin.com/jobs/view/chef-de-projet-matchmaking-b2b-at-boostcom-agency-4385338910,Project Manager,2026-03-18T03:02:58.002344
Program Leader,Program Leader,Aptiv,Tanger,2026-03-16,Other,,https://ma.linkedin.com/jobs/view/program-leader-at-aptiv-4358579585,Project Manager,2026-03-18T03:02:58.003344
Project Engineering Manager,Project Engineering Manager,JESA S.A,Casablanca,2026-03-16,Management,,https://ma.linkedin.com/jobs/view/project-engineering-manager-at-jesa-s-a-4334816701,Project Manager,2026-03-18T03:02:58.004344
Responsable De Travaux- Projet Lgv,Responsable de Travaux- Projet LGV,ALTEN MAROC,Rabat,2026-03-13,Other,,https://ma.linkedin.com/jobs/view/responsable-de-travaux-projet-lgv-at-alten-maroc-4381705526,Project Manager,2026-03-18T03:02:58.004344
Transition Manager (H/F),Transition Manager (H/F),Inetum,Méchouar de Casablanca,2026-03-12,Management,,https://ma.linkedin.com/jobs/view/transition-manager-h-f-at-inetum-4124566975,Project Manager,2026-03-18T03:02:58.004344
Chargé D'Affaire Implantation,Chargé d'affaire implantation,ALTEN MAROC,Rabat,2026-03-16,Data & AI,,https://ma.linkedin.com/jobs/view/charg%C3%A9-d-affaire-implantation-at-alten-maroc-4384039562,Project Manager,2026-03-18T03:02:58.005344
Project Manager Engineer,Project Manager Engineer,TE Connectivity,Tanger,2026-03-17,Management,,https://ma.linkedin.com/jobs/view/project-manager-engineer-at-te-connectivity-4386783415,Project Manager,2026-03-18T03:02:58.005344
Program Manager It,Program Manager IT,ALTEN MAROC,Rabat,2026-03-17,Management,,https://ma.linkedin.com/jobs/view/program-manager-it-at-alten-maroc-4384491160,Project Manager,2026-03-18T03:02:58.005344
Project Manager,Chef de Projet Paiement Transverse Santé,BROME Consulting & Technology,Casablanca,2026-03-13,Management,,https://ma.linkedin.com/jobs/view/chef-de-projet-paiement-transverse-sant%C3%A9-at-brome-consulting-technology-4383153328,Project Manager,2026-03-18T03:02:58.006344
Program Manager It,Program Manager IT,ALTEN,Rabat,2026-03-17,Management,,https://ma.linkedin.com/jobs/view/program-manager-it-at-alten-4384479747,Project Manager,2026-03-18T03:02:58.006344
Window Manager / Project Engineer,Window manager / Project Engineer,ALTEN MAROC,Tétouan et périphérie,2026-03-16,Management,,https://ma.linkedin.com/jobs/view/window-manager-project-engineer-at-alten-maroc-4384043244,Project Manager,2026-03-18T03:02:58.006344
Directeur De Projet Sap,Directeur de projet SAP,Inetum,Méchouar de Casablanca,2026-03-13,Other,,https://ma.linkedin.com/jobs/view/directeur-de-projet-sap-at-inetum-4375413089,Project Manager,2026-03-18T03:02:58.007344
Responsable Planning – Planning Manager,Responsable Planning – Planning Manager,SYSTRA Canada,Rabat,2026-03-12,Management,,https://ma.linkedin.com/jobs/view/responsable-planning-%E2%80%93-planning-manager-at-systra-canada-4383927052,Project Manager,2026-03-18T03:02:58.007344
Responsable Projet Industriel Développement F/H - Safran Electronics & Defense Morocco,Responsable Projet Industriel Développement F/H - SAFRAN ELECTRONICS & DEFENSE MOROCCO,AEROCONTACT.COM,Casablanca,2026-03-18,Other,,https://ma.linkedin.com/jobs/view/responsable-projet-industriel-d%C3%A9veloppement-f-h-safran-electronics-defense-morocco-at-aerocontact-4387219233,Project Manager,2026-03-18T03:02:58.008344
Project Manager,Chef de projet AMOA / Monétique,Confidencial,Casablanca et périphérie,2026-03-17,Management,,https://ma.linkedin.com/jobs/view/chef-de-projet-amoa-mon%C3%A9tique-at-confidencial-4386905378,Project Manager,2026-03-18T03:02:58.008344
Chargé(E) De Projet Npi Et Transfert H/F - Groupe Mecachrome,Chargé(e) de projet NPI et transfert H/F - GROUPE MECACHROME,AEROCONTACT.COM,Tanger,2026-03-16,Other,,https://ma.linkedin.com/jobs/view/charg%C3%A9-e-de-projet-npi-et-transfert-h-f-groupe-mecachrome-at-aerocontact-4383782882,Project Manager,2026-03-18T03:02:58.008344
Site Manager (Morocco),Site Manager (Morocco),RINA,Tanger,2026-03-13,Management,,https://ma.linkedin.com/jobs/view/site-manager-morocco-at-rina-4384276790,Project Manager,2026-03-18T03:02:58.009344
Aci Daikin Nl - Team Manager En Mission,ACI Daikin NL - Team manager en mission,Foundever,Agdal Riyad,2026-03-17,Data & AI,,https://ma.linkedin.com/jobs/view/aci-daikin-nl-team-manager-en-mission-at-foundever-4386797728,Project Manager,2026-03-18T03:02:58.010344
Site Performance & Contract Specialist,Site Performance & Contract Specialist,Tractafric Equipment,Casablanca et périphérie,2026-03-12,Other,,https://ma.linkedin.com/jobs/view/site-performance-contract-specialist-at-tractafric-equipment-4384804240,Project Manager,2026-03-18T03:02:58.010344
Engineering Manager,Engineering Manager,Hyatt Place Taghazout Bay,Taghazout,2026-03-12,Management,,https://ma.linkedin.com/jobs/view/engineering-manager-at-hyatt-place-taghazout-bay-4382769704,Project Manager,2026-03-18T03:02:58.011344
Construction Manager,Construction Manager,Thameen Real Estate,Rabat,2026-03-15,Management,,https://ma.linkedin.com/jobs/view/construction-manager-at-thameen-real-estate-4383685381,Project Manager,2026-03-18T03:02:58.011344
Workforce Management Specialist,Workforce Management Specialist,Forterro,Casablanca et périphérie,2026-03-17,Other,,https://ma.linkedin.com/jobs/view/workforce-management-specialist-at-forterro-4381998539,Project Manager,2026-03-18T03:02:58.012344
"Sap Hcm, Ariba Or Technology Consultant","SAP HCM, Ariba or Technology Consultant",SAP,Casablanca,2026-03-13,Other,,https://ma.linkedin.com/jobs/view/sap-hcm-ariba-or-technology-consultant-at-sap-4314773611,Project Manager,2026-03-18T03:02:58.013344
Sub-System Manager,Sub-system Manager,Alstom,Fès,2026-03-11,Management,,https://ma.linkedin.com/jobs/view/sub-system-manager-at-alstom-4381604777,Project Manager,2026-03-18T03:02:58.013344
Mechanical & Electrical Inspector,Mechanical & Electrical Inspector,SGS,Maroc,2026-03-12,Other,,https://ma.linkedin.com/jobs/view/mechanical-electrical-inspector-at-sgs-4383528754,Project Manager,2026-03-18T03:02:58.014344
Pmo,PMO,Inetum,Méchouar de Casablanca,2026-03-12,Other,,https://ma.linkedin.com/jobs/view/pmo-at-inetum-4260244186,Project Manager,2026-03-18T03:03:10.495881
Planner,Planner,Ecolab,Casablanca et périphérie,2026-03-17,Other,,https://ma.linkedin.com/jobs/view/planner-at-ecolab-4384481647,Project Manager,2026-03-18T03:03:10.495881
Project Manager,Chef de Projet Expérience Client,BNP Paribas,Méchouar de Casablanca,2026-03-17,Management,,https://ma.linkedin.com/jobs/view/chef-de-projet-exp%C3%A9rience-client-at-bnp-paribas-4386906215,Project Manager,2026-03-18T03:03:10.495881
Responsable Supply Chain,Responsable Supply Chain,Y STRATEGIE,Casablanca,2026-03-13,Data & AI,,https://ma.linkedin.com/jobs/view/responsable-supply-chain-at-y-strategie-4384276144,Project Manager,2026-03-18T03:03:10.495881
It Tech Team Lead,IT Tech Team Lead,Cnexia,Rabat,2026-03-12,IT & Systems,,https://ma.linkedin.com/jobs/view/it-tech-team-lead-at-cnexia-4384879673,Technical Lead,2026-03-18T03:04:16.085670
Technical Support Manager,Technical Support Manager,Imou,Casablanca et périphérie,2026-03-12,Management,,https://ma.linkedin.com/jobs/view/technical-support-manager-at-imou-4343684477,Technical Lead,2026-03-18T03:04:16.085670
Team Lead Facturation,TEAM LEAD FACTURATION,ManpowerGroup,Casablanca et périphérie,2026-03-17,Other,,https://ma.linkedin.com/jobs/view/team-lead-facturation-at-manpowergroup-4380360498,Technical Lead,2026-03-18T03:04:16.086667
Senior Programmer,Senior Programmer,Calsina Carre Maghreb,Tanger et périphérie,2026-03-12,Other,,https://ma.linkedin.com/jobs/view/senior-programmer-at-calsina-carre-maghreb-4384801521,Technical Lead,2026-03-18T03:04:16.087668
Consultant Salesforce,Consultant Salesforce,MPH Solutions,Rabat,2026-03-17,Other,,https://ma.linkedin.com/jobs/view/consultant-salesforce-at-mph-solutions-4386927283,Technical Lead,2026-03-18T03:04:16.088667
Customer Service Team Lead (Gs),Customer Service Team Lead (GS),Hytech,Casablanca et périphérie,2026-03-17,Other,,https://ma.linkedin.com/jobs/view/customer-service-team-lead-gs-at-hytech-4385901254,Technical Lead,2026-03-18T03:04:16.088667
Software Developer,Développeur logiciel senior,IDEMIA Public Security,Casablanca,2026-03-11,Software Dev,,https://ma.linkedin.com/jobs/view/d%C3%A9veloppeur-logiciel-senior-at-idemia-public-security-4384164211,Technical Lead,2026-03-18T03:04:16.089667
Technical Specialist Italian Speaking H/F - Sala Al Jadida,Technical Specialist Italian Speaking H/F - Sala Al jadida,HCLTech,Rabat,2026-03-18,Other,,https://ma.linkedin.com/jobs/view/technical-specialist-italian-speaking-h-f-sala-al-jadida-at-hcltech-4386806541,Technical Lead,2026-03-18T03:04:16.089667
Fleet Technical Manager F/H - Safran Aircraft Engines,Fleet Technical Manager F/H - SAFRAN AIRCRAFT ENGINES,AEROCONTACT.COM,Nouaceur,2026-03-16,Data & AI,,https://ma.linkedin.com/jobs/view/fleet-technical-manager-f-h-safran-aircraft-engines-at-aerocontact-4386512294,Technical Lead,2026-03-18T03:04:16.090667
Mid Market Account Executive (French Speaker),Mid Market Account Executive (French speaker),Infobip,Méchouar de Casablanca,2026-03-12,Other,,https://ma.linkedin.com/jobs/view/mid-market-account-executive-french-speaker-at-infobip-4383504189,Technical Lead,2026-03-18T03:04:16.090667
Maintenance Supervisor   – Wiring Harness Brownfield/Greenfield Plant,Maintenance Supervisor   – Wiring harness brownfield/greenfield plant,PKC Group,Kénitra,2026-03-13,Data & AI,,https://ma.linkedin.com/jobs/view/maintenance-supervisor-%E2%80%93-wiring-harness-brownfield-greenfield-plant-at-pkc-group-4385366928,Technical Lead,2026-03-18T03:04:16.090667
Process Manager,Process Manager,Givaudan,Casablanca,2026-03-14,Management,,https://ma.linkedin.com/jobs/view/process-manager-at-givaudan-4367293218,Technical Lead,2026-03-18T03:04:16.091667
Tech Lead,TECH LEAD,La Marocaine Vie,Casablanca et périphérie,2026-03-13,Other,,https://ma.linkedin.com/jobs/view/tech-lead-at-la-marocaine-vie-4383139863,Technical Lead,2026-03-18T03:04:16.091667
Technical Lead Java,Technical Lead JAVA,INTELCIA,Rabat,2026-03-17,Other,java,https://ma.linkedin.com/jobs/view/technical-lead-java-at-intelcia-4385665833,Technical Lead,2026-03-18T03:04:16.092667
Applied Technical Solutions - Repair Lead Design Engineer,Applied Technical Solutions - Repair Lead Design Engineer,Siemens Energy,Tanger,2026-03-12,Data & AI,,https://ma.linkedin.com/jobs/view/applied-technical-solutions-repair-lead-design-engineer-at-siemens-energy-4383265369,Technical Lead,2026-03-18T03:04:16.092667
Technical Lead (Java/React) (H/F),Technical Lead (Java/React) (H/F),Devoteam,Casablanca,2026-03-13,Other,"react, java",https://ma.linkedin.com/jobs/view/technical-lead-java-react-h-f-at-devoteam-4374388741,Technical Lead,2026-03-18T03:04:16.092667
Subsystem Technical Leader Automobile - Tôlerie & Plastique,Subsystem Technical Leader Automobile - Tôlerie & Plastique,SEGULA Technologies,Méchouar de Casablanca,2026-03-11,IT & Systems,,https://ma.linkedin.com/jobs/view/subsystem-technical-leader-automobile-t%C3%B4lerie-plastique-at-segula-technologies-4351441543,Technical Lead,2026-03-18T03:04:16.093669
"Specialist, Analytical Research","Specialist, Analytical Research",Hikma Pharmaceuticals,Casablanca,2026-03-14,Other,,https://ma.linkedin.com/jobs/view/specialist-analytical-research-at-hikma-pharmaceuticals-4383649409,Technical Lead,2026-03-18T03:04:16.093669
Electrical Technician,Electrical Technician,Mondelēz International,Méchouar de Casablanca,2026-03-18,Other,,https://ma.linkedin.com/jobs/view/electrical-technician-at-mondel%C4%93z-international-4384762132,Technical Lead,2026-03-18T03:04:16.094673
Process Sid Engineer/Specialist,Process SID Engineer/Specialist,JESA S.A,Casablanca,2026-03-14,Other,,https://ma.linkedin.com/jobs/view/process-sid-engineer-specialist-at-jesa-s-a-4334855990,Technical Lead,2026-03-18T03:04:16.094673
Technical Specialist (French & English) Speaking H/F - Sala Al Jadida,Technical Specialist (French & English) Speaking H/F - Sala Al jadida,HCLTech,Rabat,2026-03-18,Other,,https://ma.linkedin.com/jobs/view/technical-specialist-french-english-speaking-h-f-sala-al-jadida-at-hcltech-4386806562,Technical Lead,2026-03-18T03:04:42.390109
[Maroc][Casablanca] Manager Technique Odoo H/F,[MAROC][CASABLANCA] Manager Technique Odoo H/F,Smile,Casablanca,2026-03-14,Management,,https://ma.linkedin.com/jobs/view/maroc-casablanca-manager-technique-odoo-h-f-at-smile-4275366055,Engineering Manager,2026-03-18T03:04:55.751170
Senior Lead Java - Spring,Senior Lead Java - Spring,Adria Business & Technology,Casablanca-Settat,2026-03-12,Other,java,https://ma.linkedin.com/jobs/view/senior-lead-java-spring-at-adria-business-technology-4383019015,Engineering Manager,2026-03-18T03:04:55.752171
Head Of  Bos Integrated Services Hub 1,Head of  BOS Integrated Services Hub 1,Ericsson,Casablanca et périphérie,2026-03-12,Other,,https://ma.linkedin.com/jobs/view/head-of-bos-integrated-services-hub-1-at-ericsson-4383535759,Engineering Manager,2026-03-18T03:04:55.752171
Hv Senior Process Engineer,HV Senior Process Engineer,Aptiv,Maroc,2026-03-14,Other,,https://ma.linkedin.com/jobs/view/hv-senior-process-engineer-at-aptiv-4367329103,Engineering Manager,2026-03-18T03:04:55.754167
Senior Sales Engineer,Senior Sales Engineer,Infoblox,Maroc,2026-03-13,Other,,https://ma.linkedin.com/jobs/view/senior-sales-engineer-at-infoblox-4373116844,Engineering Manager,2026-03-18T03:04:55.754167
Senior Process Engineer,Senior Process Engineer,Aptiv,Maroc,2026-03-13,Other,,https://ma.linkedin.com/jobs/view/senior-process-engineer-at-aptiv-4367324123,Engineering Manager,2026-03-18T03:04:55.755168
Manufacturing Engineer (Process),MANUFACTURING ENGINEER (Process),TE Connectivity,Tanger,2026-03-13,Other,,https://ma.linkedin.com/jobs/view/manufacturing-engineer-process-at-te-connectivity-4339179195,Engineering Manager,2026-03-18T03:04:55.755168
Manufacturing Process Engineer,Manufacturing Process Engineer,TE Connectivity,Tanger,2026-03-13,Other,,https://ma.linkedin.com/jobs/view/manufacturing-process-engineer-at-te-connectivity-4385504194,Engineering Manager,2026-03-18T03:04:55.755168
Lead Of Data Engineering - Theodo Maroc,Lead of Data Engineering - Theodo Maroc,Theodo,Casablanca,2026-03-13,Data & AI,,https://ma.linkedin.com/jobs/view/lead-of-data-engineering-theodo-maroc-at-theodo-4385353295,Engineering Manager,2026-03-18T03:04:55.756170
Commissioning & Start-Up Engineer (Filtration / Process Systems),Commissioning & Start-Up Engineer (Filtration / Process Systems),Pall Corporation,Maroc,2026-03-12,IT & Systems,,https://ma.linkedin.com/jobs/view/commissioning-start-up-engineer-filtration-process-systems-at-pall-corporation-4349474194,Engineering Manager,2026-03-18T03:04:55.757170
Supply Chain Process Engineer,Supply Chain Process Engineer,Procter & Gamble,Casablanca,2026-03-12,Data & AI,,https://ma.linkedin.com/jobs/view/supply-chain-process-engineer-at-procter-gamble-4383026689,Engineering Manager,2026-03-18T03:04:55.757170
Hardware Engineer,Hardware engineer,ALTEN MAROC,Rabat,2026-03-13,Other,,https://ma.linkedin.com/jobs/view/hardware-engineer-at-alten-maroc-4375958597,Hardware Engineer,2026-03-18T03:06:30.129867
Senior Hardware Engineer,Senior Hardware Engineer,ALTEN,Rabat,2026-03-17,Other,,https://ma.linkedin.com/jobs/view/senior-hardware-engineer-at-alten-4384481669,Hardware Engineer,2026-03-18T03:06:30.130868
